text,source,part,Happiness_M,Sadness_M,Anger_M,Disgust_M,Fear_M,Pride_M,Valence_M,Arousal_M,Irony_M,norm_Happiness_M,norm_Sadness_M,norm_Anger_M,norm_Disgust_M,norm_Fear_M,norm_Pride_M,norm_Valence_M,norm_Arousal_M
"Jeszcze niedawno spodziewano się wzrostu produkcji energii w Polsce, tymczasem mamy do czynienia z jej rekordowym spadkiem. Powodów jest kilka, ale najważniejszym są wysokie koszty produkcji w polskich elektrowniach. Pytanie do PAD PMM Sasin- co dalej?",twitter,0,1.0,1.6,2.0,1.2,2.2,1.0,2.4,2.2,0.0,0.0,0.15000000000000002,0.25,0.04999999999999999,0.30000000000000004,0.0,0.35,0.30000000000000004
😉👍 NCZAS.COM Ustawa antylockdownowa.,,0,1.4,1.6,2.0,1.8,1.4,1.2,2.6,1.8,2.0,0.09999999999999998,0.15000000000000002,0.25,0.2,0.09999999999999998,0.04999999999999999,0.4,0.2
Wierzę że kiedyś będziemy wspólnie świętować WASZE ZWYCIĘSTWO !!!!,youtube,0,4.0,1.0,1.0,1.0,1.0,4.0,4.8,4.0,0.0,0.75,0.0,0.0,0.0,0.0,0.75,0.95,0.75
Od lutego mieszkańcy gminy Niepołomice płacą za odpady 30 złotych. Około 20 procent mieszkańców unika płacenia śmieciowego podatku.,twitter,0,1.0,1.0,1.6,1.2,1.4,1.0,2.2,2.0,0.0,0.0,0.0,0.15000000000000002,0.04999999999999999,0.09999999999999998,0.0,0.30000000000000004,0.25
"Krytycy PiS się podzielili: jedni uważają, że wewnętrzne spory trzeba zawiesić, inni sądzą, że nie da się zapomnieć tego, co PiS robił przez ostatnie sześć lat. _link_ ",twitter,0,1.0,1.4,2.2,1.2,1.0,1.0,2.4,2.0,0.0,0.0,0.09999999999999998,0.30000000000000004,0.04999999999999999,0.0,0.0,0.35,0.25
"Polski program FEnIKS, w zamyśle mający wspierać Europejski Zielony Ład, to w rzeczywistości zbiór fatalnych pomysłów. #FEnIKSwPopiołach _link_ ",twitter,0,1.0,1.4,3.2,1.6,1.0,1.0,1.6,2.8,0.0,0.0,0.09999999999999998,0.55,0.15000000000000002,0.0,0.0,0.15000000000000002,0.44999999999999996
"wojsko USA w Polsce) na to czekają by pacyfikować ""wrogów demokracji"".",youtube,0,1.0,1.2,3.4,2.0,3.0,1.0,1.4,3.0,0.0,0.0,0.04999999999999999,0.6,0.25,0.5,0.0,0.09999999999999998,0.5
Izraelski nalot w Gazie. Wstępnie: nie żyje 3 nastolatków.,twitter,0,1.0,2.2,1.6,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.30000000000000004,0.15000000000000002,0.0,0.25,0.0,0.25,0.25
Ale sami uznaliśmy Kosowo.,,0,1.2,1.4,1.0,1.2,1.0,1.6,3.0,2.0,0.0,0.04999999999999999,0.09999999999999998,0.0,0.04999999999999999,0.0,0.15000000000000002,0.5,0.25
"Ból sempiterny u kolesi, którzy są wrogami rozumu i wolności jak widać się nasila. To się nazywa dysonans poznawczy. Całe to towarzystwo od Gowina to wyjątkowa banda karierowiczów i nieuków. _link_ ",twitter,0,1.0,1.2,4.4,3.8,1.2,1.0,1.4,3.8,0.0,0.0,0.04999999999999999,0.8500000000000001,0.7,0.04999999999999999,0.0,0.09999999999999998,0.7
"_users_ Jak się mogłaś dowiedzieć wczoraj, jak dopiero przed chwilą padła ostateczna decyzja, że niestety nie da się już nic wskórać. Wczoraj jeszcze walczono.",twitter,0,1.0,3.0,2.6,1.6,1.8,1.0,1.8,3.2,0.0,0.0,0.5,0.4,0.15000000000000002,0.2,0.0,0.2,0.55
"Bo jak inaczej opisać sytuację, gdy ona spała zwinięta w kłębek na podłodze przy swoim (!)",,1,1.0,2.2,3.0,2.2,1.2,1.0,2.2,3.2,0.0,0.0,0.30000000000000004,0.5,0.30000000000000004,0.04999999999999999,0.0,0.30000000000000004,0.55
W Japonii testy na przeciwciała Covid-19 przy wejściu do restauracji,twitter,1,1.0,1.0,1.0,1.2,1.4,1.4,3.0,1.4,0.0,0.0,0.0,0.0,0.04999999999999999,0.09999999999999998,0.09999999999999998,0.5,0.09999999999999998
Kiedyś będąc pod wpływem alkoholu pobił pod sklepem jednego z sąsiadów.,,1,1.0,1.2,2.0,2.4,1.8,1.0,2.4,2.2,0.0,0.0,0.04999999999999999,0.25,0.35,0.2,0.0,0.35,0.30000000000000004
"Macierewicz, czy ty wiesz, że kilkunastoletnią już dziś córkę oficera BOR, który chronił Lecha Kaczyńskiego i zginął na służbie i która jest niepełnosprawna też oszukałeś?",twitter,1,1.0,2.4,4.6,3.2,1.2,1.0,1.4,3.4,0.0,0.0,0.35,0.8999999999999999,0.55,0.04999999999999999,0.0,0.09999999999999998,0.6
"Rosjanie nadali materiał propagandowy, a Ukraińcy wykorzystali go do zniszczenia rosyjskiego sprzętu [VIDEO] _link_ ",twitter,1,1.2,1.0,1.2,1.6,1.4,1.2,2.6,1.4,2.0,0.04999999999999999,0.0,0.04999999999999999,0.15000000000000002,0.09999999999999998,0.04999999999999999,0.4,0.09999999999999998
"Chcesz prezydenta, który myśli w kategorii pokolenia, a nie kadencji?",,1,1.0,1.6,2.4,2.0,1.4,1.2,2.4,2.4,4.0,0.0,0.15000000000000002,0.35,0.25,0.09999999999999998,0.04999999999999999,0.35,0.35
_users_ A może po prostu wejść w link?,twitter,1,1.0,1.0,2.4,1.6,1.0,1.4,2.2,2.0,5.0,0.0,0.0,0.35,0.15000000000000002,0.0,0.09999999999999998,0.30000000000000004,0.25
Waszyngton o poranku. Dzień dobry. _link_ ,twitter,1,2.2,1.6,1.4,1.0,1.4,1.2,3.2,1.6,2.0,0.30000000000000004,0.15000000000000002,0.09999999999999998,0.0,0.09999999999999998,0.04999999999999999,0.55,0.15000000000000002
Pupilek Berlina w Czechach traci władzę. Gratuluje Czechom mądrości,twitter,1,2.8,1.0,1.4,2.8,1.2,2.4,3.0,2.6,3.0,0.44999999999999996,0.0,0.09999999999999998,0.44999999999999996,0.04999999999999999,0.35,0.5,0.4
"_users_ Czy kobiety z Pańskiej rodziny walczyły w Powstaniu? Bo z mojej tak. I chyba wiem, jak same o sobie mówiły.",twitter,1,1.0,1.8,3.8,2.2,1.2,3.4,2.0,3.2,2.0,0.0,0.2,0.7,0.30000000000000004,0.04999999999999999,0.6,0.25,0.55
Za wszystko trzeba być Jemu wdzięcznym.,,1,1.8,1.4,1.4,1.0,1.6,3.0,3.4,2.2,0.0,0.2,0.09999999999999998,0.09999999999999998,0.0,0.15000000000000002,0.5,0.6,0.30000000000000004
"_users_ W tym sezonie grypowym zmarło ponad 60 osób, w zeszłym 143 i była to najwyższa śmiertelność od kilku lat. Sezon trwa od września do kwietnia.",twitter,1,1.0,2.4,1.6,1.0,2.2,1.0,2.2,2.4,0.0,0.0,0.35,0.15000000000000002,0.0,0.30000000000000004,0.0,0.30000000000000004,0.35
"_users_ Nasze szanse na powstrzymanie wzrostu średniej globalnej temperatury na poziomie 1,5 st. C będą niewielkie. Tym samym #kryzysklimatyczny pogłębi się tak, że nie unikniemy katastrofy.",twitter,1,1.0,3.2,2.0,1.2,3.4,1.0,1.8,2.8,0.0,0.0,0.55,0.25,0.04999999999999999,0.6,0.0,0.2,0.44999999999999996
"🌻 Po raz kolejny dbamy o komfort naszych uczestników, tworząc Festiwal dostępny dla wszystkich.",,1,3.4,1.0,1.0,1.0,1.0,3.8,4.2,2.2,0.0,0.6,0.0,0.0,0.0,0.0,0.7,0.8,0.30000000000000004
"""To był legendarny wieczór!",,1,4.4,1.0,1.0,1.0,1.0,2.0,4.6,3.8,0.0,0.8500000000000001,0.0,0.0,0.0,0.0,0.25,0.8999999999999999,0.7
Wchodząc w nowy tydzień ze Złotym Lajkiem #LocalSome2022 za najbardziej angażującą komunikację samorządową 💪 Dziękuję za nagrodę - w Waszym imieniu.,,1,3.8,1.0,1.2,1.0,1.0,4.2,4.4,3.0,0.0,0.7,0.0,0.04999999999999999,0.0,0.0,0.8,0.8500000000000001,0.5
"Plastik jest większym problemem ekologicznym niż zmiany klimatu - wynika z międzynarodowego raportu GfK. Najczęściej problem ten dostrzegają Niemcy (75 proc. wskazań), najrzadziej Węgrzy (55 proc.), Polacy uplasowali się tuż przed Węgrami z wynikiem 58 proc. wskazań.",twitter,1,1.0,1.8,1.4,1.4,1.4,1.0,2.8,1.6,0.0,0.0,0.2,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,0.44999999999999996,0.15000000000000002
To jest niesamowicie wygodna i pociągająca możliwość.,,1,2.8,1.2,1.4,1.4,1.2,1.2,3.8,2.4,1.0,0.44999999999999996,0.04999999999999999,0.09999999999999998,0.09999999999999998,0.04999999999999999,0.04999999999999999,0.7,0.35
Gówno zrobi prokuratura razem z tymi mordercami Izy ręka rękę myje !!!,youtube,1,1.0,3.0,5.0,4.0,2.2,1.0,1.0,4.4,0.0,0.0,0.5,1.0,0.75,0.30000000000000004,0.0,0.0,0.8500000000000001
Fakty widać w ich pomocy militarnej dla Ukrainy.,youtube,1,1.2,1.0,1.4,1.6,1.2,1.4,2.8,1.6,1.0,0.04999999999999999,0.0,0.09999999999999998,0.15000000000000002,0.04999999999999999,0.09999999999999998,0.44999999999999996,0.15000000000000002
"_users_ Moim zdaniem nie. Każdego dnia od samego dnia ataku zatrzymują kogoś. Są opublikowane zdjęcia, wyznaczone nagrody. Wiele filmów i zdjęć to materiały od ludzi i z mediów społecznościowych. Wiadomo i kilkudziesięciu osobach, które się ukrywają. FBI robi swoje.",twitter,1,1.2,1.2,1.4,1.2,1.4,1.2,2.8,1.8,0.0,0.04999999999999999,0.04999999999999999,0.09999999999999998,0.04999999999999999,0.09999999999999998,0.04999999999999999,0.44999999999999996,0.2
"Ołena Kusznir - medyk Gwardii Narodowej, która została w Mariupolu, znana na całym świecie z wideo nagranego miesiąc temu - zginęła :(",,1,1.0,4.4,1.4,1.0,1.4,1.0,1.4,2.4,0.0,0.0,0.8500000000000001,0.09999999999999998,0.0,0.09999999999999998,0.0,0.09999999999999998,0.35
"Brawo poseł Kowalski, poleciał za prawdę.",youtube,1,1.0,2.4,3.2,2.0,1.2,1.6,2.0,2.8,2.0,0.0,0.35,0.55,0.25,0.04999999999999999,0.15000000000000002,0.25,0.44999999999999996
Doradca premiera Holandii ds. polityki zagranicznej: wyślemy Ukrainie 200 wyrzutni Stingerów. _link_ ,twitter,1,1.2,1.0,1.0,1.0,1.0,1.4,3.0,1.6,0.0,0.04999999999999999,0.0,0.0,0.0,0.0,0.09999999999999998,0.5,0.15000000000000002
Żołnierze z brygad logistycznych Inspektoratu Wsparcia Sił Zbrojnych właśnie rozpoczęli transport 3 mln par rękawiczek ochronnych do 16 punktów zarządzania kryzysowego. _link_ ,twitter,1,1.2,1.0,1.0,1.0,1.2,2.0,3.0,1.4,0.0,0.04999999999999999,0.0,0.0,0.0,0.04999999999999999,0.25,0.5,0.09999999999999998
USA zaatakowały pozycje talibów w Helmandzie _link_ via _users_ ,twitter,1,1.0,1.0,1.2,1.4,1.4,1.4,2.8,1.6,0.0,0.0,0.0,0.04999999999999999,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.44999999999999996,0.15000000000000002
To jaki będzie los premiera Mateusza Morawieckiego?,,1,1.2,1.4,1.4,1.6,1.8,1.0,2.6,1.8,0.0,0.04999999999999999,0.09999999999999998,0.09999999999999998,0.15000000000000002,0.2,0.0,0.4,0.2
‼️ 50% kobiet w Sudanie Południowym doświadczyło przemocy fizycznej i/lub seksualnej ze strony partnera.,,1,1.0,2.8,3.2,2.8,3.2,1.0,1.6,3.0,0.0,0.0,0.44999999999999996,0.55,0.44999999999999996,0.55,0.0,0.15000000000000002,0.5
_users_ zależy od zawartości alkoholu,twitter,1,1.0,1.0,1.2,1.0,1.0,1.0,3.0,1.4,0.0,0.0,0.0,0.04999999999999999,0.0,0.0,0.0,0.5,0.09999999999999998
"Polki potrzebują opieki i pełnego dostępu do lekarza, a nie kontroli prokuratora nad procesem do noszenia ciąży!",,1,1.0,2.6,4.6,2.8,2.6,1.0,1.4,4.0,0.0,0.0,0.4,0.8999999999999999,0.44999999999999996,0.4,0.0,0.09999999999999998,0.75
_users_ Kłamstwo. Ta osoba nie jest członkinią lewicy,twitter,1,1.0,1.0,3.2,1.8,1.0,1.2,2.0,2.8,0.0,0.0,0.0,0.55,0.2,0.0,0.04999999999999999,0.25,0.44999999999999996
Dziś 6 urodziny okręgu Razem w Berlinie.,,1,1.4,1.0,1.4,1.6,1.0,1.4,3.2,2.0,1.0,0.09999999999999998,0.0,0.09999999999999998,0.15000000000000002,0.0,0.09999999999999998,0.55,0.25
"_users_ Beznadziejne jest komentowanie że ktoś się urządził i olał reszte. Wiosna wprowadziła 19 posłów i senatorke oraz 3 europosłów. Wiosna we Wrocławiu ma się świetnie, a niebawem wchodzimy do Nowej Lewicy. Tworzyć jeszcze silniejszą Lewicę.",twitter,1,1.4,1.4,2.8,1.6,1.2,4.0,3.0,3.0,0.0,0.09999999999999998,0.09999999999999998,0.44999999999999996,0.15000000000000002,0.04999999999999999,0.75,0.5,0.5
_users_ w Szwecji jest duzo więcej wlasnosci prywstnek niz w Polsce,twitter,1,1.2,1.8,1.8,1.0,1.2,1.2,2.6,2.2,0.0,0.04999999999999999,0.2,0.2,0.0,0.04999999999999999,0.04999999999999999,0.4,0.30000000000000004
Wyjątkowa akcja włoskiej policji.,,1,2.2,1.0,1.0,1.0,1.0,2.8,3.8,2.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.44999999999999996,0.7,0.25
🌎 Karol III ma 50-letni dorobek w pracy na rzecz środowiska.,,1,2.2,1.0,1.0,1.0,1.0,2.8,3.8,1.6,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.44999999999999996,0.7,0.15000000000000002
Niewinni Rosjanie cywile będą teraz cierpieć za ich rządzącego psychola,youtube,1,1.0,3.0,4.6,3.4,1.6,1.0,1.0,3.6,0.0,0.0,0.5,0.8999999999999999,0.6,0.15000000000000002,0.0,0.0,0.65
"_users_ Droga Agencjo, ale wiesz że indywidualne wybory nie uratują świata przed kryzysem? Bez zmian systemowych ugotujemy się jak jajka na twardo. #PoskaBezWęgla2030",twitter,1,1.0,2.4,3.4,2.4,2.6,1.0,1.8,2.8,2.0,0.0,0.35,0.6,0.35,0.4,0.0,0.2,0.44999999999999996
"🔴 Procedura wyboru kandydata na sędziego #ETPC bez zmian – Ministerstwo Spraw Zagranicznych odpowiada na wspólne postulaty Helsińskiej Fundacji Praw Człowieka, #NaczelnaRadaAdwokacka i #KrajowaIzbaRadcówPrawnych 👉 Więcej: _link_ ",twitter,1,1.2,1.0,1.0,1.0,1.0,1.4,3.0,1.0,0.0,0.04999999999999999,0.0,0.0,0.0,0.0,0.09999999999999998,0.5,0.0
"I to mówi człowiek, który wierzy w dzieworództwo, zmartwychwstanie, chodzenie po wodzie itp. #Miller",,1,1.0,1.0,3.2,3.6,1.2,1.0,1.6,3.2,4.0,0.0,0.0,0.55,0.65,0.04999999999999999,0.0,0.15000000000000002,0.55
"Ciekawe, że po publikacji rysunku najczęściej pierwsi z komentatorów to hejterzy. Nie odbieram im tego, niech sobie hejtują, ale zastanawia mnie ten mechanizm:) mają jakieś dyżury czy co?:) _link_ ",twitter,1,1.2,2.4,2.8,2.2,1.4,1.2,2.2,2.4,4.0,0.04999999999999999,0.35,0.44999999999999996,0.30000000000000004,0.09999999999999998,0.04999999999999999,0.30000000000000004,0.35
"_users_ Pogarszają mi humor tacy goście jak ty - przyjdzie, napisze coś głupiego i ucieka jak tchórz.",twitter,1,1.0,2.0,3.8,3.4,1.0,1.0,1.4,3.2,0.0,0.0,0.25,0.7,0.6,0.0,0.0,0.09999999999999998,0.55
❤ To był naprawdę niesamowity wieczór!,,1,4.6,1.0,1.0,1.0,1.0,1.8,4.8,3.6,0.0,0.8999999999999999,0.0,0.0,0.0,0.0,0.2,0.95,0.65
z rozwiązań stosujących model chmury obliczeniowej korzysta jedynie 31% polskich firm. Kolejne 22% planuje wdrożenie takich rozwiązań w perspektywie 3 lat.,twitter,1,1.0,1.6,1.0,1.0,1.0,1.2,3.0,1.6,0.0,0.0,0.15000000000000002,0.0,0.0,0.0,0.04999999999999999,0.5,0.15000000000000002
A Bóg Zapłać:) #40latTygodnikaSolidarność _link_ ,twitter,1,2.6,1.0,1.0,1.0,1.0,1.8,3.8,1.8,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.7,0.2
_users_ Dzięki! Polska dzielnie się broni :-),twitter,1,3.0,1.4,1.2,1.2,1.6,2.2,3.6,2.8,1.0,0.5,0.09999999999999998,0.04999999999999999,0.04999999999999999,0.15000000000000002,0.30000000000000004,0.65,0.44999999999999996
"#20wrzesnia #Protest_Tysiecy_Miast #united4climate #climatecrisis FRI, 20 SEP 2019 Protest Tysięcy Miast - Olsztyn | Młodzieżowy Strajk Klimatyczny",,1,1.2,1.6,2.2,1.6,1.8,2.0,2.8,2.2,0.0,0.04999999999999999,0.15000000000000002,0.30000000000000004,0.15000000000000002,0.2,0.25,0.44999999999999996,0.30000000000000004
"""Sama myśl, że ktoś mógł wpaść na taki pomysł jest odrażająca, a na to wpadli Niemcy i Francuzi"" _link_ ",twitter,1,1.0,1.6,3.8,4.2,1.6,1.0,1.6,3.2,0.0,0.0,0.15000000000000002,0.7,0.8,0.15000000000000002,0.0,0.15000000000000002,0.55
środki ochrony roślin: z powodu koronawirusa w Chinach koszty produkcji wzrosły o 15 proc.,twitter,1,1.0,1.8,1.6,1.0,1.8,1.0,2.6,1.4,0.0,0.0,0.2,0.15000000000000002,0.0,0.2,0.0,0.4,0.09999999999999998
_users_ Wbrew pozorom akurat o kryzysie klimatycznym TVP mówi sporo.,twitter,1,1.0,1.0,1.4,1.4,1.0,2.0,3.0,2.2,1.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0,0.25,0.5,0.30000000000000004
Godna postawa prezydenta _users_ . Potraktował wieloletnich sojuszników Putina jak na to zasługują! Niemcy narzuciły UE strategiczny sojusz energetyczny z Rosją i sabotują pomoc wojskową dla Ukrainy. Steinmeier ma w tym „dziele” duże zasługi. _link_ ,twitter,1,1.2,1.8,3.4,3.2,1.6,3.4,2.8,3.2,2.0,0.04999999999999999,0.2,0.6,0.55,0.15000000000000002,0.6,0.44999999999999996,0.55
Tajemnicza śmierć byłego wiceprezesa Gazprombanku. On i jego rodzina znalezieni martwi we własnym domu _link_ ,twitter,1,1.0,1.6,1.0,1.0,1.8,1.0,2.4,2.0,0.0,0.0,0.15000000000000002,0.0,0.0,0.2,0.0,0.35,0.25
Wszyscy jesteśmy teraz myślami z Prezydentem #Adamowicz.em i jego bliskimi.,,1,1.0,3.4,1.0,1.0,1.0,1.2,1.8,2.2,0.0,0.0,0.6,0.0,0.0,0.0,0.04999999999999999,0.2,0.30000000000000004
"Dlaczego nikt z ministrów PiS nie przyszedł na spotkanie z _users_ ? A czy gen. Kiszczak stawiłby się przed komisją Parlamentu Europejskiego, która jakimś cudem zawitałaby w l. 80tych badać SBeckie metody ówcześnie rządzących?.. Wczoraj w _users_ razem z _users_ _link_ ",twitter,1,1.0,1.8,3.6,2.8,1.2,1.0,1.6,3.4,2.0,0.0,0.2,0.65,0.44999999999999996,0.04999999999999999,0.0,0.15000000000000002,0.6
_users_ Skradziony przez hitlerowców stał się własnością Niemców. Cuda!,twitter,1,1.0,2.0,3.6,2.8,1.2,1.0,1.6,2.6,5.0,0.0,0.25,0.65,0.44999999999999996,0.04999999999999999,0.0,0.15000000000000002,0.4
"🍁Wielkopolski Pleszew powita jesień dniem pełnym sprawiedliwości: na porannym pokazie filmu ""Sędziowie pod presją"" pojawi się blisko 270 uczniów!",,1,2.4,1.0,1.0,1.0,1.0,2.6,3.8,2.6,0.0,0.35,0.0,0.0,0.0,0.0,0.4,0.7,0.4
"Spółka Dadelo S.A. właściciel serwisu _link_ zanotowała wzrost sprzedaży o 93 proc. rdr. W skali całego 2020 roku Dadelo S.A. odnotowało 4,55 mln zł jednostkowego zysku netto wobec 0,14 mln zł zysku rok wcześniej.",twitter,1,1.2,1.0,1.0,1.0,1.0,1.6,3.2,1.2,0.0,0.04999999999999999,0.0,0.0,0.0,0.0,0.15000000000000002,0.55,0.04999999999999999
"Co do testów certyfikacyjnych i pytania, czy dron je przeszedł, MON odpowiada: „w ramach umowy przewiduje się badania zdawczo-odbiorcze”🤦‍♂️ Poziom wodolejstwa niesamowity, mogliby nawadniać tereny pustynne..🌴",twitter,1,1.0,1.2,2.8,2.4,1.2,1.0,2.0,2.6,5.0,0.0,0.04999999999999999,0.44999999999999996,0.35,0.04999999999999999,0.0,0.25,0.4
"Zacząć tydzień pracy we wtorek, skończyć w czwartek i samolotem do Sopotu poharatać w gałę. Żyć nie umierać. _link_ ",twitter,1,2.0,1.4,2.4,2.0,1.0,1.2,2.6,2.8,3.0,0.25,0.09999999999999998,0.35,0.25,0.0,0.04999999999999999,0.4,0.44999999999999996
"Nie trzeba być prawnikiem żeby ocenić, że prawo nakazujące coś takiego jest sprzeczne z podstawowymi wartościami i wywołuje zbrodnicze skutki.",,1,1.0,2.0,3.6,2.6,2.0,1.0,1.6,3.0,0.0,0.0,0.25,0.65,0.4,0.25,0.0,0.15000000000000002,0.5
Czy to jest dobry i osiagalny pomysl na zakonczenie tej wojny?,youtube,1,1.0,1.8,1.6,1.0,3.0,1.0,2.0,2.4,0.0,0.0,0.2,0.15000000000000002,0.0,0.5,0.0,0.25,0.35
"POwski mynyster fynansów Rostowski po zwycięstwie wyborczym Prawa i Sprawiedliwości w 2015 r.: ""Piniendzy nie ma i nie będzie"".",youtube,1,1.0,1.2,3.4,3.0,1.2,1.0,1.8,2.8,4.0,0.0,0.04999999999999999,0.6,0.5,0.04999999999999999,0.0,0.2,0.44999999999999996
"Dwie różne skarpetki❓😯 Tak - w geście solidarności z osobami z zespołem Downa. 💪 Też załóżcie dwie różne skarpetki i pokażcie, że jesteście z nimi! _link_ ",twitter,1,2.4,1.2,1.2,1.0,1.0,3.0,3.6,3.0,1.0,0.35,0.04999999999999999,0.04999999999999999,0.0,0.0,0.5,0.65,0.5
W piłce nożnej jest jeden Robert Lewandowski. A w dziennikarstwie jak widać - dwóch. 👌 _link_ ,twitter,1,2.4,1.0,1.2,1.0,1.0,3.0,4.0,2.0,1.0,0.35,0.0,0.04999999999999999,0.0,0.0,0.5,0.75,0.25
"Jest powodem, dla którego interesuje mnie dobro nawet tego, z kim się nie zgadzam lub kto ma gorzej ode mnie z własnej czy cudzej winy.",,1,1.4,1.8,1.4,1.0,1.2,3.2,3.2,2.2,0.0,0.09999999999999998,0.2,0.09999999999999998,0.0,0.04999999999999999,0.55,0.55,0.30000000000000004
Przecież każdy powinien mieć do tego prawo.,,1,1.0,2.2,2.4,1.0,1.8,1.0,2.0,2.4,0.0,0.0,0.30000000000000004,0.35,0.0,0.2,0.0,0.25,0.35
"Dzięki sile sympatyków jako pierwszy zgłosił się z wymaganą liczbą podpisów do komisji wyborczej. Jeśli chcecie pomóc nam w dalszym działaniu, sprawdźcie sekcję wsparcie na naszej stronie _link_ #Braun2021 #Rzeszów #KluczDoZwycięstwa #nowyImpulsDlaRzeszowa _link_ ",twitter,1,2.8,1.0,1.0,1.0,1.0,4.0,4.0,2.8,0.0,0.44999999999999996,0.0,0.0,0.0,0.0,0.75,0.75,0.44999999999999996
"Przed godziną 23 babcia dzieci otrzymała wiadomość SMS od wnuczka, że mama chce je pozabijać.",,1,1.0,2.2,1.6,1.8,2.4,1.0,2.0,2.8,0.0,0.0,0.30000000000000004,0.15000000000000002,0.2,0.35,0.0,0.25,0.44999999999999996
"""Na wieść o twojej śmierci internet zawrzał - setki osób zaczęły deklarować gotowość pomocy osobom trans będącym w trudnej sytuacji psychologicznej.",,1,1.2,3.2,1.4,1.2,1.6,2.0,2.6,2.6,0.0,0.04999999999999999,0.55,0.09999999999999998,0.04999999999999999,0.15000000000000002,0.25,0.4,0.4
"Kampania „Stop kobietobójstwu”, którą stworzyliśmy razem z Centrum Praw Kobiet została nominowana do plebiscytu na kampanię społeczną roku 2020!",,1,3.6,1.0,1.0,1.0,1.0,4.4,4.6,3.8,0.0,0.65,0.0,0.0,0.0,0.0,0.8500000000000001,0.8999999999999999,0.7
"Właśnie okazało się, ze Polska miała ministra spraw zagranicznych. Dość sensacyjne. Najpierw się ukrywał, a potem zrezygnował.",twitter,1,1.0,1.2,3.2,2.8,1.0,1.0,2.0,3.0,4.0,0.0,0.04999999999999999,0.55,0.44999999999999996,0.0,0.0,0.25,0.5
Yeah. Słuchamy! _link_ ,twitter,1,4.2,1.0,1.0,1.0,1.0,2.0,4.2,2.8,0.0,0.8,0.0,0.0,0.0,0.0,0.25,0.8,0.44999999999999996
"Indonezja: może wycofać elektrownie węglowe do 2040 , jeśli tylko otrzyma wystarczająco pomoc finansową od społeczności międzynarodowej. Archipelag Azji Południowo-Wschodniej jest 4 najbardziej zaludnionym obszarem na świecie i ósmym największym emitentem gazów cieplarnianych.",twitter,1,1.0,1.4,1.4,1.4,1.6,1.0,2.8,1.2,0.0,0.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.15000000000000002,0.0,0.44999999999999996,0.04999999999999999
"Czytam, że Harry Styles wywołał jakieś kontrowersje, ale już doskonale wiem, ze będzie dla mnie zdecydowanie lepiej, gdy tego nie skomentuję.😉A śpiewa świetnie. 👍🔥",twitter,1,2.0,1.0,1.6,1.2,1.0,1.8,3.6,2.4,2.0,0.25,0.0,0.15000000000000002,0.04999999999999999,0.0,0.2,0.65,0.35
_users_ I dalej się spodziewają- logiczne.,twitter,1,1.0,1.2,2.2,1.8,1.0,1.0,2.2,2.4,3.0,0.0,0.04999999999999999,0.30000000000000004,0.2,0.0,0.0,0.30000000000000004,0.35
🏳️‍⚧️Tranzycja - tym tematem zajmujemy się dzisiaj w ramach Miesiąca Świadmości nt. Transpłciowości!,,1,2.4,1.0,1.0,1.0,1.0,2.8,3.6,2.6,0.0,0.35,0.0,0.0,0.0,0.0,0.44999999999999996,0.65,0.4
"To on! Świąteczny pociąg metra w przygotowaniu!🎄 Jak co roku na tory M1 i M2 wyjadą udekorowane wagony🙂 Będzie kolorowo, pozytywnie i świątecznie, sami zobaczcie! _link_ ",twitter,1,4.2,1.0,1.0,1.0,1.0,3.6,4.8,3.4,0.0,0.8,0.0,0.0,0.0,0.0,0.65,0.95,0.6
"O Hiszpanii w kontekścieSądu Najwyższego, #TSUE i Katalonii oraz Polski niebawem na antenie _users_ _link_ ",twitter,1,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.09999999999999998
